Veículo;SS;Tipo de tempo;Horário;Obs
300;2;PR;15:05:38;Ocorrência de excesso de velocidade (128.09km/h) em ZVC.
300;2;PR;15:05:39;Ocorrência de excesso de velocidade (126.6km/h) em ZVC.
300;2;PR;15:05:40;Ocorrência de excesso de velocidade (125.17km/h) em ZVC.
300;2;PR;15:05:41;Ocorrência de excesso de velocidade (124.74km/h) em ZVC.
300;2;PR;15:05:42;Ocorrência de excesso de velocidade (120.48km/h) em ZVC.
300;2;PR;15:05:43;Ocorrência de excesso de velocidade (118.9km/h) em ZVC.
300;2;PR;15:05:44;Ocorrência de excesso de velocidade (114.79km/h) em ZVC.
300;2;PR;15:05:45;Ocorrência de excesso de velocidade (111.63km/h) em ZVC.
300;2;PR;15:05:46;Ocorrência de excesso de velocidade (109.58km/h) em ZVC.
300;2;PR;15:05:47;Ocorrência de excesso de velocidade (109.58km/h) em ZVC.
300;2;PR;15:05:48;Ocorrência de excesso de velocidade (105.48km/h) em ZVC.
300;2;PR;15:05:49;Ocorrência de excesso de velocidade (105.95km/h) em ZVC.
300;2;PR;15:05:50;Ocorrência de excesso de velocidade (98.87km/h) em ZVC.
300;2;PR;15:05:51;Ocorrência de excesso de velocidade (90.1km/h) em ZVC.
300;2;PR;15:05:52;Ocorrência de excesso de velocidade (87.24km/h) em ZVC.
300;2;PR;15:05:53;Ocorrência de excesso de velocidade (80.51km/h) em ZVC.
300;2;PR;15:05:54;Ocorrência de excesso de velocidade (70.72km/h) em ZVC.
300;2;PR;15:05:55;Ocorrência de excesso de velocidade (73.21km/h) em ZVC.
300;2;PR;15:05:56;Ocorrência de excesso de velocidade (79.15km/h) em ZVC.
300;2;PR;15:05:57;Ocorrência de excesso de velocidade (84.54km/h) em ZVC.
300;2;PR;15:05:58;Ocorrência de excesso de velocidade (90.51km/h) em ZVC.
300;2;PR;15:05:59;Ocorrência de excesso de velocidade (96.19km/h) em ZVC.
300;2;PR;15:06:00;Ocorrência de excesso de velocidade (101.87km/h) em ZVC.
300;2;PR;15:06:01;Ocorrência de excesso de velocidade (103.54km/h) em ZVC.
300;2;PR;15:06:02;Ocorrência de excesso de velocidade (104.78km/h) em ZVC.
300;2;PR;15:06:03;Ocorrência de excesso de velocidade (109.37km/h) em ZVC.
300;2;PR;15:06:04;Ocorrência de excesso de velocidade (110.46km/h) em ZVC.
300;2;PR;15:06:05;Ocorrência de excesso de velocidade (113.52km/h) em ZVC.
300;2;PR;15:06:06;Ocorrência de excesso de velocidade (111.7km/h) em ZVC.
300;2;PR;15:06:07;Ocorrência de excesso de velocidade (111.7km/h) em ZVC.
300;2;PR;15:06:08;Ocorrência de excesso de velocidade (113.23km/h) em ZVC.
300;2;PR;15:06:09;Ocorrência de excesso de velocidade (116.14km/h) em ZVC.
300;2;PR;15:06:10;Ocorrência de excesso de velocidade (116.14km/h) em ZVC.
300;2;PR;15:06:11;Ocorrência de excesso de velocidade (116.43km/h) em ZVC.
300;2;PR;15:06:12;Ocorrência de excesso de velocidade (117.96km/h) em ZVC.
300;2;PR;15:06:13;Ocorrência de excesso de velocidade (119.2km/h) em ZVC.
300;2;PR;15:06:14;Ocorrência de excesso de velocidade (123.35km/h) em ZVC.
300;2;PR;15:06:15;Ocorrência de excesso de velocidade (124.87km/h) em ZVC.
300;2;PR;15:06:16;Ocorrência de excesso de velocidade (128.41km/h) em ZVC.
300;2;PR;15:06:17;Ocorrência de excesso de velocidade (131.32km/h) em ZVC.
300;2;PR;15:06:18;Ocorrência de excesso de velocidade (132.23km/h) em ZVC.
300;2;PR;15:06:19;Ocorrência de excesso de velocidade (129.47km/h) em ZVC.
300;2;PR;15:06:20;Ocorrência de excesso de velocidade (127.79km/h) em ZVC.
300;2;PR;15:06:21;Ocorrência de excesso de velocidade (126.4km/h) em ZVC.
300;2;PR;15:06:22;Ocorrência de excesso de velocidade (117.01km/h) em ZVC.
300;2;PR;15:06:23;Ocorrência de excesso de velocidade (113.12km/h) em ZVC.
300;2;PR;15:06:24;Ocorrência de excesso de velocidade (109.93km/h) em ZVC.
300;2;PR;15:06:25;Ocorrência de excesso de velocidade (112.77km/h) em ZVC.
300;2;PR;15:06:26;Ocorrência de excesso de velocidade (114.28km/h) em ZVC.
300;2;PR;15:06:27;Ocorrência de excesso de velocidade (114.28km/h) em ZVC.
300;2;PR;15:06:28;Ocorrência de excesso de velocidade (112.87km/h) em ZVC.
300;2;PR;15:06:29;Ocorrência de excesso de velocidade (117.01km/h) em ZVC.
300;2;PR;15:06:30;Ocorrência de excesso de velocidade (119.91km/h) em ZVC.
300;2;PR;15:06:31;Ocorrência de excesso de velocidade (122.85km/h) em ZVC.
300;2;PR;15:06:32;Ocorrência de excesso de velocidade (124.11km/h) em ZVC.
300;2;PR;15:06:33;Ocorrência de excesso de velocidade (121.29km/h) em ZVC.
300;2;PR;15:06:34;Ocorrência de excesso de velocidade (119.99km/h) em ZVC.
300;2;PR;15:06:35;Ocorrência de excesso de velocidade (114.89km/h) em ZVC.
300;2;PR;15:06:36;Ocorrência de excesso de velocidade (107.84km/h) em ZVC.
300;2;PR;15:06:37;Ocorrência de excesso de velocidade (97.9km/h) em ZVC.
300;2;PR;15:06:38;Ocorrência de excesso de velocidade (98.86km/h) em ZVC.
300;2;PR;15:06:39;Ocorrência de excesso de velocidade (100.62km/h) em ZVC.
300;2;PR;15:06:40;Ocorrência de excesso de velocidade (101.63km/h) em ZVC.
300;2;PR;15:06:41;Ocorrência de excesso de velocidade (102.87km/h) em ZVC.
300;2;PR;15:06:42;Ocorrência de excesso de velocidade (103.72km/h) em ZVC.
300;2;PR;15:06:43;Ocorrência de excesso de velocidade (104.31km/h) em ZVC.
300;2;PR;15:06:44;Ocorrência de excesso de velocidade (104.37km/h) em ZVC.
300;2;PR;15:06:45;Ocorrência de excesso de velocidade (107.53km/h) em ZVC.
300;2;PR;15:06:46;Ocorrência de excesso de velocidade (107.06km/h) em ZVC.
300;2;PR;15:06:47;Ocorrência de excesso de velocidade (111.63km/h) em ZVC.
300;2;PR;15:06:48;Ocorrência de excesso de velocidade (112.27km/h) em ZVC.
300;2;PR;15:06:49;Ocorrência de excesso de velocidade (115.44km/h) em ZVC.
300;2;PR;15:06:50;Ocorrência de excesso de velocidade (117.95km/h) em ZVC.
300;2;PR;15:06:51;Ocorrência de excesso de velocidade (118.6km/h) em ZVC.
300;2;PR;15:06:52;Ocorrência de excesso de velocidade (119.07km/h) em ZVC.
300;2;PR;15:06:53;Ocorrência de excesso de velocidade (122.7km/h) em ZVC.
300;2;PR;15:06:54;Ocorrência de excesso de velocidade (122.53km/h) em ZVC.
300;2;PR;15:06:55;Ocorrência de excesso de velocidade (124.58km/h) em ZVC.
300;2;PR;15:06:56;Ocorrência de excesso de velocidade (124.58km/h) em ZVC.
300;2;PR;15:06:57;Ocorrência de excesso de velocidade (126.33km/h) em ZVC.
300;2;PR;15:06:58;Ocorrência de excesso de velocidade (126.79km/h) em ZVC.
300;2;PR;15:06:59;Ocorrência de excesso de velocidade (126.99km/h) em ZVC.
300;2;PR;15:07:00;Ocorrência de excesso de velocidade (127.45km/h) em ZVC.
300;2;PR;15:07:01;Ocorrência de excesso de velocidade (126.79km/h) em ZVC.
300;2;PR;15:07:02;Ocorrência de excesso de velocidade (127.45km/h) em ZVC.
300;2;PR;15:07:03;Ocorrência de excesso de velocidade (126.79km/h) em ZVC.
300;2;PR;15:07:04;Ocorrência de excesso de velocidade (129.03km/h) em ZVC.
300;2;PR;15:07:05;Ocorrência de excesso de velocidade (130.61km/h) em ZVC.
300;2;PR;15:07:06;Ocorrência de excesso de velocidade (129.49km/h) em ZVC.
300;2;PR;15:07:07;Ocorrência de excesso de velocidade (126.79km/h) em ZVC.
300;2;PR;15:07:08;Ocorrência de excesso de velocidade (127.45km/h) em ZVC.
300;2;PR;15:07:09;Ocorrência de excesso de velocidade (126.98km/h) em ZVC.
300;2;PR;15:07:10;Ocorrência de excesso de velocidade (125.4km/h) em ZVC.
300;2;PR;15:07:11;Ocorrência de excesso de velocidade (126.98km/h) em ZVC.
300;2;PR;15:07:12;Ocorrência de excesso de velocidade (125.86km/h) em ZVC.
300;2;PR;15:07:13;Ocorrência de excesso de velocidade (124.28km/h) em ZVC.
300;2;PR;15:07:14;Ocorrência de excesso de velocidade (124.74km/h) em ZVC.
300;2;PR;15:07:15;Ocorrência de excesso de velocidade (124.74km/h) em ZVC.
300;2;PR;15:07:16;Ocorrência de excesso de velocidade (123.81km/h) em ZVC.
300;2;PR;15:07:17;Ocorrência de excesso de velocidade (124.94km/h) em ZVC.
300;2;PR;15:07:18;Ocorrência de excesso de velocidade (123.16km/h) em ZVC.
300;2;PR;15:07:19;Ocorrência de excesso de velocidade (120.95km/h) em ZVC.
300;2;PR;15:07:20;Ocorrência de excesso de velocidade (123km/h) em ZVC.
300;2;PR;15:07:21;Ocorrência de excesso de velocidade (121.43km/h) em ZVC.
300;2;PR;15:07:22;Ocorrência de excesso de velocidade (120.95km/h) em ZVC.
300;2;PR;15:07:23;Ocorrência de excesso de velocidade (121.43km/h) em ZVC.
300;2;PR;15:07:24;Ocorrência de excesso de velocidade (118.89km/h) em ZVC.
300;2;PR;15:07:25;Ocorrência de excesso de velocidade (121.8km/h) em ZVC.
300;2;PR;15:07:26;Ocorrência de excesso de velocidade (123.37km/h) em ZVC.
300;2;PR;15:07:27;Ocorrência de excesso de velocidade (123.29km/h) em ZVC.
300;2;PR;15:07:28;Ocorrência de excesso de velocidade (122.23km/h) em ZVC.
300;2;PR;15:07:29;Ocorrência de excesso de velocidade (121.69km/h) em ZVC.
300;2;PR;15:07:30;Ocorrência de excesso de velocidade (122.79km/h) em ZVC.
300;2;PR;15:07:31;Ocorrência de excesso de velocidade (124.41km/h) em ZVC.
300;2;PR;15:07:32;Ocorrência de excesso de velocidade (124.53km/h) em ZVC.
300;2;PR;15:07:33;Ocorrência de excesso de velocidade (124.52km/h) em ZVC.
300;2;PR;15:07:34;Ocorrência de excesso de velocidade (126.19km/h) em ZVC.
300;2;PR;15:07:35;Ocorrência de excesso de velocidade (127.71km/h) em ZVC.
300;2;PR;15:07:36;Ocorrência de excesso de velocidade (129.11km/h) em ZVC.
300;2;PR;15:07:37;Ocorrência de excesso de velocidade (126.49km/h) em ZVC.
300;2;PR;15:07:38;Ocorrência de excesso de velocidade (125.83km/h) em ZVC.
300;2;PR;15:07:39;Ocorrência de excesso de velocidade (126.37km/h) em ZVC.
300;2;PR;15:07:40;Ocorrência de excesso de velocidade (125.35km/h) em ZVC.
300;2;PR;15:07:41;Ocorrência de excesso de velocidade (125.43km/h) em ZVC.
300;2;PR;15:07:42;Ocorrência de excesso de velocidade (125.92km/h) em ZVC.
300;2;PR;15:07:43;Ocorrência de excesso de velocidade (127.42km/h) em ZVC.
300;2;PR;15:07:44;Ocorrência de excesso de velocidade (124.45km/h) em ZVC.
300;2;PR;15:07:45;Ocorrência de excesso de velocidade (123.37km/h) em ZVC.
300;2;PR;15:07:46;Ocorrência de excesso de velocidade (121.8km/h) em ZVC.
300;2;PR;15:07:47;Ocorrência de excesso de velocidade (122.79km/h) em ZVC.
300;2;PR;15:07:48;Ocorrência de excesso de velocidade (124.36km/h) em ZVC.
300;2;PR;15:07:49;Ocorrência de excesso de velocidade (122.39km/h) em ZVC.
300;2;PR;15:07:50;Ocorrência de excesso de velocidade (118.76km/h) em ZVC.
300;2;PR;15:07:51;Ocorrência de excesso de velocidade (109.92km/h) em ZVC.
300;2;PR;15:07:52;Ocorrência de excesso de velocidade (103.75km/h) em ZVC.
300;2;PR;15:07:53;Ocorrência de excesso de velocidade (98.54km/h) em ZVC.
300;2;PR;15:07:54;Ocorrência de excesso de velocidade (93.47km/h) em ZVC.
300;2;PR;15:07:55;Ocorrência de excesso de velocidade (87.16km/h) em ZVC.
300;2;PR;15:07:56;Ocorrência de excesso de velocidade (73.61km/h) em ZVC.
300;2;PR;15:08:12;Ocorrência de excesso de velocidade (69.35km/h) em ZVC.
300;2;PR;15:08:13;Ocorrência de excesso de velocidade (69.73km/h) em ZVC.
300;2;PR;15:08:14;Ocorrência de excesso de velocidade (70.03km/h) em ZVC.
300;2;PR;15:08:15;Ocorrência de excesso de velocidade (71.83km/h) em ZVC.
300;2;PR;15:08:16;Ocorrência de excesso de velocidade (70.91km/h) em ZVC.
300;2;PR;15:08:17;Ocorrência de excesso de velocidade (74.46km/h) em ZVC.
300;2;PR;15:08:18;Ocorrência de excesso de velocidade (75.89km/h) em ZVC.
300;2;PR;15:08:19;Ocorrência de excesso de velocidade (73.49km/h) em ZVC.
300;2;PR;15:08:20;Ocorrência de excesso de velocidade (70.87km/h) em ZVC.
300;2;PR;15:08:21;Ocorrência de excesso de velocidade (74.48km/h) em ZVC.
300;2;PR;15:08:22;Ocorrência de excesso de velocidade (69.7km/h) em ZVC.
300;2;PR;15:08:24;Ocorrência de excesso de velocidade (71.23km/h) em ZVC.
300;2;PR;15:08:25;Ocorrência de excesso de velocidade (71.69km/h) em ZVC.
300;2;PR;15:08:26;Ocorrência de excesso de velocidade (70.44km/h) em ZVC.
300;2;PR;15:08:27;Ocorrência de excesso de velocidade (75.55km/h) em ZVC.
300;2;PR;15:08:28;Ocorrência de excesso de velocidade (77.11km/h) em ZVC.
300;2;PR;15:08:29;Ocorrência de excesso de velocidade (79.73km/h) em ZVC.
300;2;PR;15:08:30;Ocorrência de excesso de velocidade (83.67km/h) em ZVC.
300;2;PR;15:08:31;Ocorrência de excesso de velocidade (86.7km/h) em ZVC.
300;2;PR;15:08:32;Ocorrência de excesso de velocidade (85.97km/h) em ZVC.
300;2;PR;15:08:33;Ocorrência de excesso de velocidade (89.67km/h) em ZVC.
300;2;PR;15:08:34;Ocorrência de excesso de velocidade (96.39km/h) em ZVC.
300;2;PR;15:08:35;Ocorrência de excesso de velocidade (97.66km/h) em ZVC.
300;2;PR;15:08:36;Ocorrência de excesso de velocidade (93.73km/h) em ZVC.
300;2;PR;15:08:37;Ocorrência de excesso de velocidade (90.23km/h) em ZVC.
300;2;PR;15:08:38;Ocorrência de excesso de velocidade (86.07km/h) em ZVC.
300;2;PR;15:08:39;Ocorrência de excesso de velocidade (82.11km/h) em ZVC.
300;2;PR;15:08:40;Ocorrência de excesso de velocidade (78.05km/h) em ZVC.
300;2;PR;15:08:41;Ocorrência de excesso de velocidade (72.54km/h) em ZVC.
300;2;PR;15:08:42;Ocorrência de excesso de velocidade (67.27km/h) em ZVC.
300;2;PR;15:26:09;Ocorrência de excesso de velocidade (67.16km/h) em ZVC.
300;2;PR;15:26:10;Ocorrência de excesso de velocidade (74.57km/h) em ZVC.
300;2;PR;15:26:11;Ocorrência de excesso de velocidade (74.57km/h) em ZVC.
300;2;PR;15:26:12;Ocorrência de excesso de velocidade (80.68km/h) em ZVC.
300;2;PR;15:26:13;Ocorrência de excesso de velocidade (83.81km/h) em ZVC.
300;2;PR;15:26:14;Ocorrência de excesso de velocidade (88.51km/h) em ZVC.
300;2;PR;15:26:15;Ocorrência de excesso de velocidade (90.42km/h) em ZVC.
300;2;PR;15:26:16;Ocorrência de excesso de velocidade (91.72km/h) em ZVC.
300;2;PR;15:26:17;Ocorrência de excesso de velocidade (88.36km/h) em ZVC.
300;2;PR;15:26:18;Ocorrência de excesso de velocidade (85.65km/h) em ZVC.
300;2;PR;15:26:19;Ocorrência de excesso de velocidade (80.5km/h) em ZVC.
300;2;PR;15:26:20;Ocorrência de excesso de velocidade (83.92km/h) em ZVC.
300;2;PR;15:26:21;Ocorrência de excesso de velocidade (91.68km/h) em ZVC.
300;2;PR;15:26:22;Ocorrência de excesso de velocidade (96.08km/h) em ZVC.
300;2;PR;15:26:23;Ocorrência de excesso de velocidade (99.96km/h) em ZVC.
300;2;PR;15:26:24;Ocorrência de excesso de velocidade (103.38km/h) em ZVC.
300;2;PR;15:26:25;Ocorrência de excesso de velocidade (106.29km/h) em ZVC.
300;2;PR;15:26:26;Ocorrência de excesso de velocidade (100.73km/h) em ZVC.
300;2;PR;15:26:27;Ocorrência de excesso de velocidade (87.25km/h) em ZVC.
300;2;PR;15:26:28;Ocorrência de excesso de velocidade (79.32km/h) em ZVC.
300;2;PR;15:26:39;Ocorrência de excesso de velocidade (70.37km/h) em ZVC.
300;2;PR;15:26:40;Ocorrência de excesso de velocidade (80.28km/h) em ZVC.
300;2;PR;15:26:41;Ocorrência de excesso de velocidade (87.14km/h) em ZVC.
300;2;PR;15:26:42;Ocorrência de excesso de velocidade (93.16km/h) em ZVC.
300;2;PR;15:26:43;Ocorrência de excesso de velocidade (93.91km/h) em ZVC.
300;2;PR;15:26:44;Ocorrência de excesso de velocidade (96.24km/h) em ZVC.
300;2;PR;15:26:45;Ocorrência de excesso de velocidade (97.82km/h) em ZVC.
300;2;PR;15:26:46;Ocorrência de excesso de velocidade (89.43km/h) em ZVC.
300;2;PR;15:26:47;Ocorrência de excesso de velocidade (72.55km/h) em ZVC.
300;2;PR;15:26:56;Ocorrência de excesso de velocidade (72.65km/h) em ZVC.
300;2;PR;15:26:57;Ocorrência de excesso de velocidade (72.44km/h) em ZVC.
300;2;PR;15:26:58;Ocorrência de excesso de velocidade (74.16km/h) em ZVC.
300;2;PR;15:26:59;Ocorrência de excesso de velocidade (77.19km/h) em ZVC.
300;2;PR;15:27:00;Ocorrência de excesso de velocidade (80.68km/h) em ZVC.
300;2;PR;15:27:01;Ocorrência de excesso de velocidade (87.44km/h) em ZVC.
300;2;PR;15:27:02;Ocorrência de excesso de velocidade (87.41km/h) em ZVC.
300;2;PR;15:27:03;Ocorrência de excesso de velocidade (79km/h) em ZVC.
300;2;PR;15:27:19;Ocorrência de excesso de velocidade (72.13km/h) em ZVC.
300;2;PR;15:27:20;Ocorrência de excesso de velocidade (79.13km/h) em ZVC.
300;2;PR;15:27:21;Ocorrência de excesso de velocidade (84.93km/h) em ZVC.
300;2;PR;15:27:22;Ocorrência de excesso de velocidade (80.9km/h) em ZVC.
300;2;PR;15:27:23;Ocorrência de excesso de velocidade (83.92km/h) em ZVC.
300;2;PR;15:27:24;Ocorrência de excesso de velocidade (80.91km/h) em ZVC.
300;2;PR;15:27:25;Ocorrência de excesso de velocidade (76.68km/h) em ZVC.
300;2;PR;15:27:26;Ocorrência de excesso de velocidade (82.29km/h) em ZVC.
300;2;PR;15:27:27;Ocorrência de excesso de velocidade (84.65km/h) em ZVC.
300;2;PR;15:27:28;Ocorrência de excesso de velocidade (89.54km/h) em ZVC.
300;2;PR;15:27:29;Ocorrência de excesso de velocidade (94.1km/h) em ZVC.
300;2;PR;15:27:30;Ocorrência de excesso de velocidade (98.16km/h) em ZVC.
300;2;PR;15:27:31;Ocorrência de excesso de velocidade (106.1km/h) em ZVC.
300;2;PR;15:27:32;Ocorrência de excesso de velocidade (107.63km/h) em ZVC.
300;2;PR;15:27:33;Ocorrência de excesso de velocidade (108.77km/h) em ZVC.
300;2;PR;15:27:34;Ocorrência de excesso de velocidade (110.18km/h) em ZVC.
300;2;PR;15:27:35;Ocorrência de excesso de velocidade (113.81km/h) em ZVC.
300;2;PR;15:27:36;Ocorrência de excesso de velocidade (120.08km/h) em ZVC.
300;2;PR;15:27:37;Ocorrência de excesso de velocidade (118.79km/h) em ZVC.
300;2;PR;15:27:38;Ocorrência de excesso de velocidade (115.24km/h) em ZVC.
300;2;PR;15:27:39;Ocorrência de excesso de velocidade (110.29km/h) em ZVC.
300;2;PR;15:27:40;Ocorrência de excesso de velocidade (105.17km/h) em ZVC.
300;2;PR;15:27:41;Ocorrência de excesso de velocidade (98.95km/h) em ZVC.
300;2;PR;15:27:42;Ocorrência de excesso de velocidade (89.33km/h) em ZVC.
300;2;PR;15:27:43;Ocorrência de excesso de velocidade (82.72km/h) em ZVC.
300;2;PR;15:27:44;Ocorrência de excesso de velocidade (79.1km/h) em ZVC.
300;2;PR;15:27:45;Ocorrência de excesso de velocidade (86.53km/h) em ZVC.
300;2;PR;15:27:46;Ocorrência de excesso de velocidade (88.96km/h) em ZVC.
300;2;PR;15:27:47;Ocorrência de excesso de velocidade (92.43km/h) em ZVC.
300;2;PR;15:27:48;Ocorrência de excesso de velocidade (96.35km/h) em ZVC.
300;2;PR;15:27:49;Ocorrência de excesso de velocidade (101.46km/h) em ZVC.
300;2;PR;15:27:50;Ocorrência de excesso de velocidade (105.46km/h) em ZVC.
300;2;PR;15:27:51;Ocorrência de excesso de velocidade (109.61km/h) em ZVC.
300;2;PR;15:27:52;Ocorrência de excesso de velocidade (112.4km/h) em ZVC.
300;2;PR;15:27:53;Ocorrência de excesso de velocidade (115.09km/h) em ZVC.
300;2;PR;15:27:54;Ocorrência de excesso de velocidade (109.13km/h) em ZVC.
300;2;PR;15:27:55;Ocorrência de excesso de velocidade (106.38km/h) em ZVC.
300;2;PR;15:27:56;Ocorrência de excesso de velocidade (108.79km/h) em ZVC.
300;2;PR;15:27:57;Ocorrência de excesso de velocidade (110.4km/h) em ZVC.
300;2;PR;15:27:58;Ocorrência de excesso de velocidade (115.25km/h) em ZVC.
300;2;PR;15:27:59;Ocorrência de excesso de velocidade (119.05km/h) em ZVC.
300;2;PR;15:28:00;Ocorrência de excesso de velocidade (120.01km/h) em ZVC.
300;2;PR;15:28:01;Ocorrência de excesso de velocidade (120.02km/h) em ZVC.
300;2;PR;15:28:02;Ocorrência de excesso de velocidade (115.91km/h) em ZVC.
300;2;PR;15:28:03;Ocorrência de excesso de velocidade (110.21km/h) em ZVC.
300;2;PR;15:28:04;Ocorrência de excesso de velocidade (103.44km/h) em ZVC.
300;2;PR;15:28:05;Ocorrência de excesso de velocidade (104.73km/h) em ZVC.
300;2;PR;15:28:06;Ocorrência de excesso de velocidade (103.95km/h) em ZVC.
300;2;PR;15:28:07;Ocorrência de excesso de velocidade (98km/h) em ZVC.
300;2;PR;15:28:08;Ocorrência de excesso de velocidade (98.66km/h) em ZVC.
300;2;PR;15:28:09;Ocorrência de excesso de velocidade (97.27km/h) em ZVC.
300;2;PR;15:28:10;Ocorrência de excesso de velocidade (99.48km/h) em ZVC.
300;2;PR;15:28:11;Ocorrência de excesso de velocidade (107.47km/h) em ZVC.
300;2;PR;15:28:12;Ocorrência de excesso de velocidade (111.57km/h) em ZVC.
300;2;PR;15:28:13;Ocorrência de excesso de velocidade (114.49km/h) em ZVC.
300;2;PR;15:28:14;Ocorrência de excesso de velocidade (117.36km/h) em ZVC.
300;2;PR;15:28:15;Ocorrência de excesso de velocidade (120.31km/h) em ZVC.
300;2;PR;15:28:16;Ocorrência de excesso de velocidade (124.92km/h) em ZVC.
300;2;PR;15:28:17;Ocorrência de excesso de velocidade (127.32km/h) em ZVC.
300;2;PR;15:28:18;Ocorrência de excesso de velocidade (122.13km/h) em ZVC.
300;2;PR;15:28:19;Ocorrência de excesso de velocidade (110.85km/h) em ZVC.
300;2;PR;15:28:20;Ocorrência de excesso de velocidade (104.75km/h) em ZVC.
300;2;PR;15:28:21;Ocorrência de excesso de velocidade (94.79km/h) em ZVC.
300;2;PR;15:28:22;Ocorrência de excesso de velocidade (87.05km/h) em ZVC.
300;2;PR;15:28:23;Ocorrência de excesso de velocidade (90.98km/h) em ZVC.
300;2;PR;15:28:24;Ocorrência de excesso de velocidade (86.18km/h) em ZVC.
300;2;PR;15:28:25;Ocorrência de excesso de velocidade (78.89km/h) em ZVC.
300;2;PR;15:28:37;Ocorrência de excesso de velocidade (67.83km/h) em ZVC.
300;2;PR;15:28:38;Ocorrência de excesso de velocidade (74.82km/h) em ZVC.
300;2;PR;15:28:39;Ocorrência de excesso de velocidade (80.02km/h) em ZVC.
300;2;PR;15:28:40;Ocorrência de excesso de velocidade (79.22km/h) em ZVC.
300;2;PR;15:28:41;Ocorrência de excesso de velocidade (77.91km/h) em ZVC.
300;2;PR;15:28:42;Ocorrência de excesso de velocidade (74.18km/h) em ZVC.
300;2;PR;15:28:43;Ocorrência de excesso de velocidade (73.02km/h) em ZVC.
300;2;PR;15:28:53;Ocorrência de excesso de velocidade (69.69km/h) em ZVC.
300;2;PR;15:28:54;Ocorrência de excesso de velocidade (78.34km/h) em ZVC.
300;2;PR;15:28:55;Ocorrência de excesso de velocidade (84.46km/h) em ZVC.
300;2;PR;15:28:56;Ocorrência de excesso de velocidade (91.19km/h) em ZVC.
300;2;PR;15:28:57;Ocorrência de excesso de velocidade (88.88km/h) em ZVC.
300;2;PR;15:28:58;Ocorrência de excesso de velocidade (79.41km/h) em ZVC.
300;2;PR;15:29:10;Ocorrência de excesso de velocidade (68.43km/h) em ZVC.
300;2;PR;15:29:11;Ocorrência de excesso de velocidade (74.58km/h) em ZVC.
300;2;PR;15:29:12;Ocorrência de excesso de velocidade (77.15km/h) em ZVC.
300;2;PR;15:29:13;Ocorrência de excesso de velocidade (78.82km/h) em ZVC.
300;2;PR;15:29:14;Ocorrência de excesso de velocidade (75.6km/h) em ZVC.
300;2;PR;15:29:15;Ocorrência de excesso de velocidade (76.16km/h) em ZVC.
300;2;PR;15:29:16;Ocorrência de excesso de velocidade (74.05km/h) em ZVC.
300;2;PR;15:29:17;Ocorrência de excesso de velocidade (75.6km/h) em ZVC.
300;2;PR;15:29:18;Ocorrência de excesso de velocidade (75.65km/h) em ZVC.
300;2;PR;15:29:19;Ocorrência de excesso de velocidade (75.6km/h) em ZVC.
300;2;PR;15:29:20;Ocorrência de excesso de velocidade (70.93km/h) em ZVC.
300;2;PR;15:29:21;Ocorrência de excesso de velocidade (74.05km/h) em ZVC.
300;2;PR;15:29:22;Ocorrência de excesso de velocidade (69.97km/h) em ZVC.
300;2;PR;15:29:23;Ocorrência de excesso de velocidade (73.11km/h) em ZVC.
300;2;PR;15:29:24;Ocorrência de excesso de velocidade (73.01km/h) em ZVC.
300;2;PR;15:29:25;Ocorrência de excesso de velocidade (72.49km/h) em ZVC.
300;2;PR;15:29:26;Ocorrência de excesso de velocidade (73km/h) em ZVC.
300;2;PR;15:29:27;Ocorrência de excesso de velocidade (77.15km/h) em ZVC.
300;2;PR;15:29:28;Ocorrência de excesso de velocidade (83.37km/h) em ZVC.
300;2;PR;15:29:29;Ocorrência de excesso de velocidade (83.37km/h) em ZVC.
300;2;PR;15:29:30;Ocorrência de excesso de velocidade (80.25km/h) em ZVC.
300;2;PR;15:29:31;Ocorrência de excesso de velocidade (82.84km/h) em ZVC.
300;2;PR;15:29:32;Ocorrência de excesso de velocidade (83.52km/h) em ZVC.
300;2;PR;15:29:33;Ocorrência de excesso de velocidade (80.8km/h) em ZVC.
300;2;PR;15:29:34;Ocorrência de excesso de velocidade (82.35km/h) em ZVC.
300;2;PR;15:29:35;Ocorrência de excesso de velocidade (83.96km/h) em ZVC.
300;2;PR;15:29:36;Ocorrência de excesso de velocidade (88.04km/h) em ZVC.
300;2;PR;15:29:37;Ocorrência de excesso de velocidade (84.96km/h) em ZVC.
300;2;PR;15:29:38;Ocorrência de excesso de velocidade (80.35km/h) em ZVC.
300;2;PR;15:29:39;Ocorrência de excesso de velocidade (76.63km/h) em ZVC.
300;2;PR;15:29:40;Ocorrência de excesso de velocidade (73.04km/h) em ZVC.
300;2;PR;15:29:41;Ocorrência de excesso de velocidade (79.81km/h) em ZVC.
300;2;PR;15:29:42;Ocorrência de excesso de velocidade (90.65km/h) em ZVC.
300;2;PR;15:29:43;Ocorrência de excesso de velocidade (93.8km/h) em ZVC.
300;2;PR;15:29:44;Ocorrência de excesso de velocidade (92.19km/h) em ZVC.
300;2;PR;15:29:45;Ocorrência de excesso de velocidade (89.11km/h) em ZVC.
300;2;PR;15:29:46;Ocorrência de excesso de velocidade (92.16km/h) em ZVC.
300;2;PR;15:29:47;Ocorrência de excesso de velocidade (97.36km/h) em ZVC.
300;2;PR;15:29:48;Ocorrência de excesso de velocidade (100.49km/h) em ZVC.
